department,sub_department,department_id,category,sub_category,micro_category,title,description,skill_code,related_skills,bussiness_links,custom_tags,proficiency_level,assesment_method,certification_qualifications,experience_project,skill_status,skill_importance,legal_compliance_relevance,sop_practice_link,performance_metrics,common_errors_tips,sme_contacts,sub_skills,skill_flow,tasklist,status,approve_status,sub_institute_id,created_by,created_at,proficiency_level_encoded,related_skills_parsed
Infrastructure,Infrastructure,980.0,digital & data skills,aiml,Operations and User Support,IT Asset Management,"Manage, optimise and protect the organisation's IT assets. This includes the timely purchase, deployment, categorisation, maintenance and phase out of IT assets within the organisation in a way that optimises business value. Also includes development and implementation of procedures to guide the proper handling, usage and storage of IT assets to limit potential business or legal risks",ICT-OUS-2008-1.1,"[""Risk Assessment"","" Fraud Detection"","" Regulatory Reporting""]",https://en.wikipedia.org/wiki/Risk_management,"[""AI Risk Management"","" Compliance"","" Fraud""]",5.0,"Risk reduction, Compliance status","CRISC, Certified Fraud Examiner",Using AI for fraud detection in Indian banking,High-demand,High,Mandated by RBI for banks to implement advanced fraud detection systems,https://www.isaca.org,"Fraud detection rate, False positives, Audit findings","False negatives, Model drift, No explainability","Risk Officer, Compliance Manager, Fraud Analyst","Risk Models, Anomaly Detection, Reporting","Collect data, Train models, Detect anomalies, Investigate, Report findings","Monitor transactions, Flag suspicious activities, Generate reports, File regulatory reports",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Risk Assessment', ' Fraud Detection', ' Regulatory Reporting']"
Cyber Security,Cyber Security,978.0,digital & data skills,aiml,Operations and User Support,Security Administration,"Administer, configure and update of security programmes and mechanisms, including the application of system patches to ensure that enterprise assets are adequately protected against threats. This also includes the authorisation, management and monitoring of access control permissions and/or rights to various IT facilities",ICT-OUS-2012-1.1,"[""Market Analysis"","" Trend Forecasting"","" Ideation""]",https://en.wikipedia.org/wiki/Strategic_management,"[""AI Strategy"","" Innovation"","" Forecasting""]",5.0,"Strategic impact, Innovation rate","Strategy Certification, Innovation Management Courses",Using AI for market trend analysis in Indian corporations,Futuristic,High,Supports strategic decision-making and competitive advantage,https://www.mckinsey.com,"Market share, Innovation pipeline, Strategic alignment","Inaccurate forecasts, No action, Poor data","Chief Strategy Officer, Innovation Manager, Data Scientist","Market Research, Scenario Planning, Forecasting","Scan environment, Generate insights, Develop strategies, Plan initiatives, Execute","Analyze trends, Generate ideas, Evaluate opportunities, Develop plans, Implement strategies",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Market Analysis', ' Trend Forecasting', ' Ideation']"
Cyber Security,Cyber Security,978.0,digital & data skills,aiml,Operations and User Support,Threat Intelligence and Detection,"Monitor intelligence-gathering and anticipate potential threats to an ICT system proactively. This involves the pre-emptive analysis of potential perpetrators, anomalous activities and evidence-based knowledge and inferences on perpetrators' motivations and tactics",ICT-OUS-2015-1.1,"[""Personalized Learning"","" Content Generation"","" Assessment""]",https://en.wikipedia.org/wiki/Educational_technology,"[""AI Education"","" E-learning"","" Personalization""]",4.0,"Learning outcomes, Engagement levels","Educational Technology Certification, AI in EdTech",Developing AI tutors for Indian online education platforms,Emerging,Medium,Should align with UGC guidelines for online learning,https://www.ugc.gov.in,"Student performance, Completion rates, Satisfaction scores","One-size-fits-all, No teacher involvement, Technical issues","EdTech Developer, Educator, Instructional Designer","LMS, Adaptive Learning, Assessment Tools","Analyze learner data, Personalize content, Generate assessments, Provide feedback, Improve system","Create courses, Generate quizzes, Adapt content, Track progress, Support students",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Personalized Learning', ' Content Generation', ' Assessment']"
Digital and Data Analytics,Digital and Data Analytics,937.0,digital & data skills,aiml,Operations and User Support,Data Migration,Plan and perform activities to migrate data between computer storage types or file formats,ICT-OUS-3005-1.1,"[""Medical Imaging"","" Drug Discovery"","" Patient Care""]",https://en.wikipedia.org/wiki/Artificial_intelligence_in_healthcare,"[""AI Healthcare"","" Medical AI"","" Diagnostics""]",5.0,"Diagnostic accuracy, Patient outcomes","Healthcare AI Certification, Medical Imaging Courses",Developing AI for diagnostic imaging in Indian hospitals,Futuristic,High,Must receive approval from CDSCO and comply with medical regulations,https://www.cdsco.gov.in,"Accuracy rates, Time savings, Cost reduction","Misdiagnosis, Liability issues, Data privacy","Medical Researcher, Doctor, AI Developer","Medical Knowledge, Image Processing, Clinical Trials","Collect medical data, Train models, Validate with doctors, Deploy clinically, Monitor outcomes","Analyze images, Predict diseases, Assist diagnosis, Personalize treatment, Ensure ethics",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Medical Imaging', ' Drug Discovery', ' Patient Care']"
Cyber Security,Cyber Security,978.0,digital & data skills,aiml,Operations and User Support,Problem Management,"Manage the lifecycle of problems to prevent problems and incidents from occurring, eliminate recurring incidents and minimise impact of unavoidable incidents",ICT-OUS-3011-1.1,"[""Algorithmic Trading"","" Risk Assessment"","" Customer Service""]",https://en.wikipedia.org/wiki/Algorithmic_trading,"[""AI Finance"","" Trading"","" Risk""]",5.0,"Trade performance, Risk accuracy","CFA, FRM, AI in Finance Courses",Implementing AI trading algorithms for Indian brokerages,High-demand,High,Regulated by SEBI for algorithmic trading and risk management,https://www.sebi.gov.in,"Profitability, Risk adjusted return, Compliance","Market volatility, Model risk, Regulatory breaches","Quant Analyst, Risk Manager, Banker","Financial Modeling, Algorithmic Trading, Risk Metrics","Develop strategy, Backtest, Deploy, Monitor, Rebalance","Code algorithms, Test strategies, Execute trades, Manage risk, Report compliance",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Algorithmic Trading', ' Risk Assessment', ' Customer Service']"
Cyber Security,Cyber Security,978.0,digital & data skills,aiml,Operations and User Support,Security Education and Awareness,"Drive security education and awareness in an organisation by providing advice and guidance on potential risks, mitigation strategies and best practices. This includes development of communication strategies and training materials to ensure employee adoption and adherence to security policies and standards",ICT-OUS-3013-1.1,"[""Contract Analysis"","" Legal Research"","" Compliance Checking""]",https://en.wikipedia.org/wiki/Legal_technology,"[""AI Legal"","" Contract Analysis"","" Compliance""]",5.0,"Analysis accuracy, Time savings","Legal Technology Certification, AI Law Courses",Using AI for contract review in Indian law firms,Emerging,High,Must ensure accuracy and confidentiality as per bar council rules,https://www.ibm.com,"Review speed, Error reduction, Cost savings","Misinterpretation, Confidentiality breaches, No lawyer review","Lawyer, Compliance Officer, Legal Tech","NLP, Legal Databases, Compliance Tools","Upload documents, Analyze content, Flag issues, Generate reports, Assist lawyers","Review contracts, Research cases, Check compliance, Draft documents, Ensure security",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Contract Analysis', ' Legal Research', ' Compliance Checking']"
Cyber Security,Cyber Security,978.0,digital & data skills,aiml,Operations and User Support,Threat Analysis and Defence,"Enable and conduct analysis of malicious threats, to examine their characteristics, behaviours, capabilities, intent and interactions with the environment as well as the development of defence and mitigation strategies and techniques to effectively combat such threats",ICT-OUS-3014-1.1,"[""Hypothesis Generation"","" Experiment Design"","" Data Interpretation""]",https://en.wikipedia.org/wiki/Research_and_development,"[""AI R&D"","" Research"","" Innovation""]",5.0,"Research quality, Patent filings","PhD, Research Methodology, AI Courses",Accelerating R&D in Indian pharmaceutical companies,Futuristic,High,Supports innovation and patent development in competitive industries,https://www.wipo.int,"Publications, Patents, Time to discovery","Inaccurate hypotheses, No validation, Poor data","Research Scientist, R&D Manager, Data Scientist","Scientific Method, Data Analysis, Publication","Formulate problems, Generate hypotheses, Design experiments, Analyze results, Publish findings","Literature review, Propose ideas, Run simulations, Analyze data, Write papers",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Hypothesis Generation', ' Experiment Design', ' Data Interpretation']"
Product Development,Product Development,983.0,digital & data skills,aiml,"Risk Management, Governance and Regulatory Compliance",Product Risk Analytics,"Utilise quantitative methods, stress testing approaches and risk modelling to support robust integrated risk management frameworks and methodologies for products",ICT-ACE-3024-1.1,"[""Environmental Analysis"","" Reporting"","" Impact Assessment""]","https://en.wikipedia.org/wiki/Environmental,_social,_and_corporate_governance","[""AI ESG"","" Sustainability"","" Reporting""]",5.0,"Impact accuracy, Compliance status","ESG Certification, Sustainability Reporting",Using AI for ESG reporting in Indian corporations,Emerging,High,Mandated by SEBI for top listed companies to report on sustainability,https://www.sebi.gov.in,"ESG scores, Reporting accuracy, Stakeholder trust","Greenwashing, Data gaps, No verification","Sustainability Manager, ESG Analyst, Data Scientist","ESG Frameworks, Data Collection, Reporting","Collect ESG data, Analyze impact, Generate reports, Disclose, Improve performance","Gather data, Calculate metrics, Create reports, Ensure compliance, Communicate results",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Environmental Analysis', ' Reporting', ' Impact Assessment']"
Product Development,Product Development,983.0,digital & data skills,aiml,"Risk Management, Governance and Regulatory Compliance",Product Risk Assessment,Perform assessment of risks through understanding the product development lifecycle,ICT-AUD-4010-1.1,"[""Public Policy"","" Service Delivery"","" Citizen Engagement""]",https://en.wikipedia.org/wiki/E-government,"[""AI Government"","" Public Services"","" Policy""]",5.0,"Service efficiency, Citizen satisfaction","Public Policy Certification, Digital Governance",Implementing AI for citizen services in Indian government portals,Futuristic,High,"Must ensure equity, transparency, and compliance with right to information",https://www.digitalindia.gov.in,"Service uptake, Processing time, Citizen feedback","Bias in services, Digital divide, Privacy issues","Policy Maker, Government IT, Public Administrator","Policy Analysis, Service Design, CRM","Analyze policies, Design services, Develop AI solutions, Deploy, Gather feedback","Automate processes, Engage citizens, Personalize services, Ensure inclusion, Measure impact",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Public Policy', ' Service Delivery', ' Citizen Engagement']"
General Management,General Management,857.0,digital & data skills,aiml,"Risk Management, Governance and Regulatory Compliance",Artificial Intelligence Ethics and Governance,"Establish and drive Artificial Intelligence Ethics and Governance frameworks to ensure compliance, manage risks and commercial benefits in product design",ICT-CGP-2026-1.1,"[""Threat Detection"","" Incident Response"","" Security Automation""]",https://en.wikipedia.org/wiki/AI_in_cybersecurity,"[""AI Cyber Security"","" Threat Detection"","" Automation""]",5.0,"Threat detection rate, Response time","CISSP, CEH, AI Security Certification",Using AI for threat detection in Indian IT infrastructure,High-demand,High,Mandated by CERT-In for critical infrastructure protection,https://www.cert-in.org.in,"Detection accuracy, False positive rate, Mean time to respond","False sense of security, Adversarial attacks, No human oversight","CISO, Security Analyst, Threat Hunter","SIEM, Threat Intelligence, Automation","Monitor network, Detect anomalies, Investigate, Respond, Improve defenses","Analyze logs, Identify threats, Automate responses, Report incidents, Update systems",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Threat Detection', ' Incident Response', ' Security Automation']"
General Management,General Management,857.0,digital & data skills,aiml,"Risk Management, Governance and Regulatory Compliance",Internal Controls in Product Development,Evaluate effectiveness and efficiency of internal controls during product development,ICT-RIM-2010-1.1,"[""Device Management"","" Data Analysis"","" Automation""]",https://en.wikipedia.org/wiki/Internet_of_things,"[""AI IoT"","" Smart Devices"","" Automation""]",5.0,"Device efficiency, Data insights","IoT Certification, AI Edge Computing",Implementing AI for smart home devices in Indian market,Emerging,High,Must comply with IoT security guidelines from MeitY,https://www.meity.gov.in,"Device uptime, Energy savings, User satisfaction","Connectivity issues, Data privacy, Device compatibility","IoT Architect, Data Scientist, Product Manager","Edge Computing, Sensor Networks, Cloud","Connect devices, Collect data, Analyze locally, Automate actions, Update firmware","Design devices, Develop firmware, Deploy AI, Monitor performance, Ensure security",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Device Management', ' Data Analysis', ' Automation']"
Product Development,Product Development,983.0,digital & data skills,aiml,Sales and Marketing,Design Concepts Generation,Build preliminary ideas on innovative design concepts and different ways to address needs and opportunities of target stakeholders,ICT-DES-3014-1.1,"[""Crop Monitoring"","" Yield Prediction"","" Resource Management""]",https://en.wikipedia.org/wiki/Precision_agriculture,"[""AI Agriculture"","" Precision Farming"","" Monitoring""]",4.0,"Yield improvement, Cost savings","Agriculture AI Courses, Precision Farming Certification",Developing AI solutions for Indian farmers,Emerging,Medium,Supports sustainable farming and food security initiatives,https://www.icar.org.in,"Yield increase, Water savings, Profitability","Data access, Farmer adoption, Infrastructure issues","Agricultural Scientist, Farmer, AI Developer","Remote Sensing, Soil Analysis, Drones","Collect farm data, Analyze conditions, Provide recommendations, Implement, Monitor results","Monitor crops, Predict yields, Optimize irrigation, Recommend actions, Support farmers",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Crop Monitoring', ' Yield Prediction', ' Resource Management']"
General Management,General Management,857.0,digital & data skills,aiml,Sales and Marketing,Media Platforms Management,Drive organisational policies and procedures for media use as well as develop and implement media plans in business while evaluating their effectiveness,ICT-PRE-2003-1.1,"[""Personalization"","" Inventory Management"","" Customer Insights""]",https://en.wikipedia.org/wiki/E-commerce,"[""AI Retail"","" E-commerce"","" Personalization""]",4.0,"Sales lift, Customer retention","Retail Management Certification, AI in E-commerce",Implementing AI for recommendations on Indian e-commerce sites,High-demand,High,Enhances customer experience and operational efficiency,https://www.ibm.com,"Conversion rate, Average order value, Inventory turnover","Poor recommendations, Privacy concerns, Technical issues","E-commerce Manager, Data Scientist, Marketer","Recommendation Engines, CRM, Analytics","Analyze behavior, Personalize experience, Manage inventory, Optimize pricing, Measure results","Track clicks, Recommend products, Forecast demand, Set prices, Analyze sales",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Personalization', ' Inventory Management', ' Customer Insights']"
Sales and Marketing,Sales and Marketing,967.0,digital & data skills,aiml,Sales and Marketing,Technical Sales Support,"Develop preliminary technical solutions, proposal or initial prototypes to address customers' needs. This includes analysis and diagnosis of customers' technical requirements, design of proof of concept, and delivery of product demonstrations and/or customisation samples as part of broader end-to-end solution to customers",ICT-SNM-2012-1.1,"[""Content Creation"","" Personalization"","" Audience Analysis""]",https://en.wikipedia.org/wiki/Entertainment,"[""AI Media"","" Content"","" Personalization""]",4.0,"Audience engagement, Content virality","Media Studies, AI in Entertainment Courses",Using AI for content recommendation in Indian OTT platforms,High-demand,Medium,Should respect content regulations and copyright laws,https://www.mib.gov.in,"Viewership, Engagement time, Subscription growth","Content bias, Creator displacement, Quality concerns","Content Manager, Data Analyst, Producer","Content Analysis, Recommendation Systems, Analytics","Analyze audience, Generate content, Personalize, Distribute, Measure engagement","Create content, Curate playlists, Recommend shows, Analyze trends, Optimize schedules",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Content Creation', ' Personalization', ' Audience Analysis']"
General Management,General Management,857.0,digital & data skills,aiml,Sales and Marketing,Content Management,"Create, curate and manage the organisation's web assets and content using appropriate systems and platforms to engage prospects and customers on the organisation's value propositions",ICT-SNM-2026-1.1,"[""Property Valuation"","" Design Optimization"","" Risk Management""]",https://en.wikipedia.org/wiki/Real_estate,"[""AI Real Estate"","" Valuation"","" Design""]",4.0,"Valuation accuracy, Cost savings","Real Estate Certification, Construction Management",Developing AI for property valuation in Indian real estate market,Emerging,Medium,Supports informed decision-making in property transactions,https://www.naredco.org,"Price accuracy, Transaction speed, Customer satisfaction","Data inaccuracies, Market volatility, Regulatory changes","Real Estate Agent, Valuer, Architect","Property Data, CAD, Risk Models","Collect property data, Analyze market, Generate valuations, Assess risks, Recommend","Evaluate properties, Forecast prices, Design buildings, Manage projects, Advise clients",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Property Valuation', ' Design Optimization', ' Risk Management']"
General Management,General Management,857.0,digital & data skills,aiml,Sales and Marketing,Marketing Mix Management,"Establish marketing mix frameworks which include development of products, prices, places and promotions as well as, identify levels of customer touch-points",ICT-SNM-2027-1.1,"[""Grid Management"","" Demand Forecasting"","" Maintenance""]",https://en.wikipedia.org/wiki/Power_grid,"[""AI Energy"","" Grid Management"","" Forecasting""]",5.0,"Grid stability, Cost efficiency","Energy Management Certification, Smart Grid Courses",Implementing AI for smart grid management in Indian utilities,Emerging,High,Critical for energy security and efficient resource management,https://www.powermin.gov.in,"Energy efficiency, Outage reduction, Cost savings","System failures, Data issues, Infrastructure costs","Energy Manager, Grid Operator, Data Scientist","SCADA, IoT, Predictive Maintenance","Monitor grid, Forecast demand, Optimize distribution, Predict maintenance, Improve efficiency","Analyze usage, Predict demand, Balance load, Schedule maintenance, Reduce waste",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Grid Management', ' Demand Forecasting', ' Maintenance']"
Energy Retail,Energy Retail,913.0,digital & data skills,aiml,Sales and Marketing,Content Strategy,Develop a content strategy to include the conceptualisation and mapping of digital storyboards as well as the optimisation of content delivery parameters to market the organisation's products and services,ICT-SNM-4004-1.1,"[""Route Optimization"","" Fleet Management"","" Demand Prediction""]",https://en.wikipedia.org/wiki/Logistics,"[""AI Logistics"","" Route Optimization"","" Fleet Management""]",5.0,"Fuel savings, Delivery time","Logistics Certification, Supply Chain AI",Optimizing logistics for Indian e-commerce deliveries,High-demand,High,Important for cost reduction and timely deliveries in logistics,https://www.ciltindia.org,"On-time delivery, Fuel efficiency, Cost per delivery","Traffic variations, Weather disruptions, Vehicle issues","Logistics Manager, Fleet Operator, Data Scientist","Routing Algorithms, GPS, Fleet Software","Analyze routes, Optimize paths, Manage fleet, Predict demand, Track performance","Plan routes, Dispatch vehicles, Monitor trips, Predict delays, Optimize schedules",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Route Optimization', ' Fleet Management', ' Demand Prediction']"
General Management,General Management,857.0,digital & data skills,aiml,Sales and Marketing,Marketing Strategy,"Define an organisational marketing strategy, consider critical industry trends, customer segments and market developments as well as the communication and implementation of the strategy",ICT-SNM-4008-1.1,"[""Network Optimization"","" Customer Service"","" Predictive Maintenance""]",https://en.wikipedia.org/wiki/Telecommunications,"[""AI Telecom"","" Network Optimization"","" Customer Service""]",5.0,"Network performance, Customer satisfaction","Telecom Certification, AI in Telecom Courses",Using AI for network optimization in Indian telecom networks,High-demand,High,Regulated by TRAI for quality of service and customer protection,https://www.trai.gov.in,"Network uptime, Call drop rate, Customer churn","Network congestion, Equipment failures, Data issues","Network Engineer, Telecom Manager, Data Scientist","5G, Network Protocols, Analytics","Monitor network, Predict failures, Optimize traffic, Personalize services, Improve quality","Manage networks, Predict capacity, Resolve issues, Retain customers, Ensure compliance",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Network Optimization', ' Customer Service', ' Predictive Maintenance']"
Infrastructure,Infrastructure,980.0,digital & data skills,aiml,Stakeholder and Contract Management,Service Level Management,"Plan, monitor and manage service provisions for the achievement of agreed service level targets",ICT-CFC-3052-1.1,"[""Risk Assessment"","" Claims Processing"","" Customer Service""]",https://en.wikipedia.org/wiki/Insurance,"[""AI Insurance"","" Risk Assessment"","" Claims""]",5.0,"Claims accuracy, Fraud detection","Insurance Certification, AI in Insurance Courses",Implementing AI for claims processing in Indian insurance companies,High-demand,High,Regulated by IRDAI for claims settlement and customer protection,https://www.irdai.gov.in,"Processing time, Fraud detection rate, Customer satisfaction","Claim disputes, Fraud evolution, Regulatory changes","Insurance Underwriter, Claims Manager, Data Scientist","Risk Models, Claims Systems, NLP","Assess risk, Process claims, Detect fraud, Personalize policies, Improve service","Evaluate risks, Process claims, Investigate fraud, Settle claims, Serve customers",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Risk Assessment', ' Claims Processing', ' Customer Service']"
Infrastructure,Infrastructure,980.0,compliance & regulatory skills,legal compliance / safety knowledge / industry compliance skills,Stakeholder and Contract Management,Procurement,"Develop and apply procurement processes related to the solicitation of technology services through external providers. This includes the review of proposals, setting of vendor selection guidelines, risk assessment through appropriate audits and tests and selection of external service providers based on stipulated evaluation criteria",ICT-SCM-2003-1.1,"[""Vendor Management"",""Contract Negotiation"",""Risk Assessment"",""Audit Compliance""]",https://en.wikipedia.org/wiki/Procurement,"[""Procurement"",""Vendor Selection"",""Risk Management""]",4.0,"Vendor assessment tests,Audit reviews","Certified Professional in Supply Management (CPSM),Diploma in Materials Management",Managing vendor onboarding for a government IT project,High-demand,High,"Must comply with Indian Contract Act,General Financial Rules (GFR),and Public Procurement Policy",https://www.dgs.gov.in/CPPP,"Cost savings,Vendor performance score,Compliance rate","Inadequate due diligence,Poor contract drafting,Non-compliance with tender rules","Procurement Manager,Legal Advisor,Vendor Management Specialist","Contract Law,Financial Analysis,Stakeholder Communication","Define requirements,Issue tender,Evaluate bids,Negotiate contract,Monitor performance","Develop RFP,Conduct vendor audits,Finalize service agreements,Manage SLA compliance",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Vendor Management', 'Contract Negotiation', 'Risk Assessment', 'Audit Compliance']"
Cyber Security,Cyber Security,978.0,leadership & management skills,strategic thinking / decision-making / team management skills,Strategy Planning and Implementation,Strategy Implementation,Execute and implement operational and tactical-level action plans in alignment with the organisation's business strategies,ICT-BIN-3057-1.1-1,"[""Project Management"",""Operational Planning"",""Change Management"",""Performance Monitoring""]",https://en.wikipedia.org/wiki/Strategy_implementation,"[""Strategy Execution"",""Action Planning"",""Operational Alignment""]",4.0,"Strategy review meetings,KPI-based assessments","Project Management Professional (PMP),Certified in Strategy and Competitive Analysis",Leading a digital transformation initiative in a banking sector,High-demand,High,Aligns with Companies Act requirements for strategic disclosure and corporate governance,https://www.mca.gov.in,"Goal achievement rate,Project timeline adherence,Budget variance","Poor resource allocation,Inadequate communication,Lack of stakeholder buy-in","Strategy Consultant,Project Lead,Operations Head","Strategic Analysis,Resource Planning,Team Leadership","Define action plans,Assign responsibilities,Monitor progress,Adjust strategies","Execute project phases,Coordinate teams,Track milestones,Report outcomes",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Project Management', 'Operational Planning', 'Change Management', 'Performance Monitoring']"
Data and Artificial Intelligence,Data and Artificial Intelligence,979.0,digital & data skills,digital literacy / data analytics / aiml skills,Strategy Planning and Implementation,Data Strategy,"Develop a robust and coherent data strategy and support architectures, policies, practices and procedures that enable the organisation to manage and utilise data in an effective manner. This includes introduction of innovative ways of organising, managing and integrating the data of the organisation to ensure their viability and ability to drive business value. It also includes the setting of information storage, sharing, handling and usage protocols to support alignment with relevant legislation and business strategies",ICT-SNA-4009-1.1,"[""Data Governance"",""Data Architecture"",""Data Privacy"",""BI Analytics""]",https://en.wikipedia.org/wiki/Data_management,"[""Data Strategy"",""Data Governance"",""Data Architecture""]",5.0,"Data maturity assessments,Policy compliance checks","Certified Data Management Professional (CDMP),AWS Certified Data Analytics",Designing data governance framework for a retail chain,Emerging,High,"Must adhere to IT Act 2000,Digital Personal Data Protection Act 2023",https://www.meity.gov.in/data-governance,"Data quality score,Policy compliance rate,User adoption level","Ignoring data privacy laws,Inconsistent metadata management,Poor data quality","Data Architect,Chief Data Officer,Data Privacy Officer","Data Modeling,Metadata Management,Data Legislation","Assess current state,Define future vision,Develop policies,Implement architecture","Create data inventory,Define access controls,Establish data stewardship",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Data Governance', 'Data Architecture', 'Data Privacy', 'BI Analytics']"
Infrastructure,Infrastructure,980.0,technical skills,digital-technology related skills,Strategy Planning and Implementation,Infrastructure Strategy,"Develop a robust strategy and plan for defining and managing a future-ready IT infrastructure, optimising its capacity, availability and synchronisation to enable an organisation's business operations. This involves evaluating infrastructure models and options for infrastructure components, managing infrastructure investments and facilitating the transformation toward the desired future infrastructure model",ICT-SNA-4013-1.1,"[""IT Infrastructure Planning"",""Cloud Architecture"",""Capacity Management"",""Disaster Recovery""]",https://en.wikipedia.org/wiki/IT_infrastructure,"[""Infrastructure Strategy"",""Cloud Computing"",""Disaster Recovery""]",4.0,"Infrastructure audits,Capacity planning simulations","AWS Certified Solutions Architect,ITIL Foundation Certification",Planning cloud migration for an e-commerce platform,High-demand,Medium,Complies with IRDAI guidelines for IT infrastructure in insurance sector,https://www.irdai.gov.in,"Uptime percentage,Cost efficiency,Recovery time objective","Over-provisioning resources,Underestimating security needs,Poor scalability planning","Infrastructure Architect,Cloud Consultant,Network Engineer","Cloud Computing,Network Design,Disaster Recovery","Assess current infrastructure,Identify gaps,Design future state,Plan migration","Evaluate cloud providers,Design network topology,Implement backup solutions",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['IT Infrastructure Planning', 'Cloud Architecture', 'Capacity Management', 'Disaster Recovery']"
Infrastructure,Infrastructure,980.0,leadership & management skills,strategic thinking / decision-making / team management skills,Strategy Planning and Implementation,IT Strategy,"Plan, develop and communicate effective inward- and outward-facing IT strategies, solutions and action plans, driven by environment scanning and assessment of the business' future needs and long-term strategic direction. This involves devising internal management strategies and models to support and sustain IT transformations and alignment of IT investments and programmes with the strategy to optimise the business value from IT",ICT-SNA-4016-1.1,"[""Business-IT Alignment"",""IT Governance"",""Digital Transformation"",""Investment Planning""]",https://en.wikipedia.org/wiki/IT_strategy,"[""IT Strategy"",""Digital Transformation"",""IT Governance""]",5.0,"Strategic alignment reviews,ROI analysis","COBIT 5 Certification,Certified in the Governance of Enterprise IT (CGEIT)",Developing IT roadmap for a manufacturing company,High-demand,High,Must follow SEBI guidelines for IT systems in listed companies and corporate governance norms,https://www.sebi.gov.in,"ROI on IT investments,Strategic goal achievement,Stakeholder satisfaction","Misalignment with business goals,Underfunding critical projects,Poor change management","CIO,IT Director,Business Analyst","Strategic Planning,Financial Management,Stakeholder Engagement","Conduct environment scan,Define strategic objectives,Develop action plans,Monitor execution","Perform SWOT analysis,Prioritize initiatives,Allocate budgets,Review outcomes",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Business-IT Alignment', 'IT Governance', 'Digital Transformation', 'Investment Planning']"
Cyber Security,Cyber Security,978.0,compliance & regulatory skills,legal compliance / safety knowledge / industry compliance skills,Strategy Planning and Implementation,Security Strategy,"Establish the organisation's security vision, strategy and initiatives to ensure adequate protection of assets. This involves the planning, implementation and review of enterprise-wide security controls which includes policies, processes, physical infrastructure, software and hardware functions to govern and preserve the privacy, security and confidentiality of the organisation's information and assets",ICT-SNA-4021-1.1,"[""Cybersecurity Governance"",""Risk Management"",""Incident Response"",""Compliance Auditing""]",https://en.wikipedia.org/wiki/Information_security,"[""Security Strategy"",""Risk Management"",""Compliance""]",5.0,"Security audits,Penetration testing","Certified Information Systems Security Professional (CISSP),CISA Certification",Implementing ISO 27001 for a financial institution,High-demand,High,"Mandatory compliance with IT Act 2000,DPDPA 2023,RBI cybersecurity guidelines",https://www.cert-in.org.in,"Number of security incidents,Compliance audit results,Response time","Inadequate risk assessment,Poor incident response planning,Non-compliance with regulations","CISO,Security Auditor,Risk Officer","Threat Analysis,Policy Development,Audit Compliance","Assess threats,Define security policies,Implement controls,Conduct audits","Develop security framework,Conduct risk assessment,Train staff,Monitor compliance",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Cybersecurity Governance', 'Risk Management', 'Incident Response', 'Compliance Auditing']"
